year,month,province,district,project_name,firm,category,order,completion,liras,houses
2020,10,afyonkarahisar,sandikli,"afyon ili, sandikli ilcesi 253 adet konut  ve 14 dukkan insaati  ile  altyapi  ve  cevre  duzenlemesi  isi (e-ihale)","ozpolat muhendislik mimarlik insaat sanayi ve ticaret limited sirketi, okcuoglu insaat muhendislik musavirlik sanayi ve ticaret anonim sirketi is ortakligi",konut_sosyal_donati,468,4,44921000,253
2020,10,afyonkarahisar,iscehisar,"afyon ili, iscehisar ilcesi 2.etap 267 adet konut ve 3 dukkanli ticaret ve cami insaati ile altyapi ve cevre duzenlemesi isi (e-ihale)",,konut_sosyal_donati,471,,,267
2021,4,afyonkarahisar,iscehisar,"afyon ili, iscehisar ilcesi 2.etap 213 adet konut   ve 3 dukkanli ticaret ve cami insaati ile altyapi ve cevre duzenlemesi isi (e- ihale)",,konut_sosyal_donati,498,,,213
2021,5,afyonkarahisar,evciler,afyon ili evciler ilcesi merkez 126 konut 1 er adet ticaret merkezi ve cami insaatlari ile gokcek koyu 90 konut 10 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isleri (e- ihale),,konut_sosyal_donati,504,,,216
2018,2,afyonkarahisar,dinar,"afyon ili, dinarli ilcesi, haydarli beldesi 84 adet konut, 1 adet bufe, 1 adet camii ile altyapi ve cevre duzenlemesi isi

",7 k ozturk ins. yapi malz. san.tic. ltd. sti.,talep_organizasyon,132,97,12500000,84
2020,11,afyonkarahisar,dinar,"afyon   ili,  dinar  ilcesi  4.  etap  81  adet      konut  ve  3 dukkanli ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi (e-ihale)
",,talep_organizasyon,200,,,81
2021,2,afyonkarahisar,emirdag,"afyon ili, emirdag ilcesi hurriyet mah. 174  konut, insaati ile altyapi ve cevre duzenlemesi (e- ihale)",,talep_organizasyon,224,,,174
2021,1,afyonkarahisar,suhut,"afyon  ili,  suhut  ilcesi  millet  bahcesi  ve  millet  bahcesine  ait  sosyal  donatilar  insaatlari  ile altyapi ve cevre duzenlemesi isi (e- ihale)
",kay-sa insaat tekstil gida kuyumculuk temizlik guvenlik ithalat ve ihracat sanayi ticaret limited sirketi,millet_bahcesi,75,0,18443000,
2006,5,afyonkarahisar,merkez,"afyonkarahisar merkez telsiz mah. 516 konut alt gelir + sosyal donati (ticaret merkezi, 24 derslikli io.o.)",makek termomekanik san. a.s.,alt_gelir,33,100,20024727,516
2008,5,afyonkarahisar,sandikli,afyonkarahisar sandikli termal huzur evi,metag ins. tic. a.s. &amp; m.b.d. ins. san. tur. muh. ve tic. ltd. sti. is ortakligi,altyapi_sosyal,135,100,2900000,
2011,9,afyonkarahisar,merkez,afyonkarahisar 250 yatakli kadin dogum hastanesi insaati isi,saridaglar ins. ve tic. a. s.,altyapi_sosyal,351,100,39900000,
2012,2,afyonkarahisar,cay,afyonkarahisar cay 50 yatakli  hastane ile altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati),beyaz teknik yapi sistemleri san. tic. ltd. sti.,altyapi_sosyal,386,100,7750000,
2007,7,afyonkarahisar,merkez,afyonkarahisar merkez 400 yatakli egitim ve arastirma hastanesi,guryapi taah. ins. tur. san. ve tic. ltd. sti. &amp; gozde ins. san. ve tic. ltd. sti. is ortakligi,altyapi_sosyal,640,98,59927000,
2009,9,afyonkarahisar,merkez,"afyonkarahisar ili 1 'er adet 500 kisilik polis meslek yuksek okulu, nizamiye binasi, futbol sahasi tribunu ve lavabo mahali, altyapi ve cevre duzenlemesi insaati isi",ozensan muh. taah. turz. tar. hayv. san ve tic. a.s.,altyapi_sosyal,678,98,17444000,
2011,6,afyonkarahisar,merkez,afyonkarahisar muze ve kultur merkezi kompleksi insaati isi,yapikur ins. san. ve tic. ltd. sti. &amp; yds grup yapi san. ve. tic. ltd. sti. is ort.,altyapi_sosyal,716,60,20537000,
2011,8,afyonkarahisar,merkez,"afyonkarahisar merkez erkmen mah. 24 derslikli ilkogretim okulu, 2 adet pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi",eksiogullari ins. muh. taah. san.  ve tic. ltd. sti.,altyapi_sosyal,730,99,8380000,
2011,10,afyonkarahisar,dinar,afyonkarahisar ili dinar ilcesi 100 yatakli devlet hastanesi,mayra ins. yapi tek.ltd. sti. &amp; emirgan ins. tur. mad. teks. elek. san. tic. ltd. sti. is ortakligi,altyapi_sosyal,743,98,13365457,
2012,1,afyonkarahisar,suhut,afyonkarahisar suhut 75 yatakli hastane insaati ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),kart ins dek. ltd. sti.,altyapi_sosyal,754,98,6670000,
2020,11,afyonkarahisar,sandikli,"afyonkarahisar ili, sandikli ilcesi, cakir mah. 24 derslikli cumhuriyet ortaokulu, emirdag ilcesi, incili mah. 12 derslikli mithatpasa ortaokulu, cay ilcesi, demiragac mah. 12 derslikli caglayan ilkokulu ile altyapi ve cevre duzenlemesi insaati isi",,altyapi_sosyal,919,,,
2004,10,afyonkarahisar,sandikli,afyonkarahisar sandikli cakir mah.,ser ins.ve tic.ltd.sti.,idare_konut,75,100,6883000,192
2006,12,afyonkarahisar,bolvadin,"afyonkarahisar erkmen (180), ilkogretim-16 camii, bolvadin (272)",akay ins. tic. ltd. sti.,idare_konut,189,100,41350000,452
2007,3,afyonkarahisar,merkez,"afyonkarahisar merkez telsiz mah. 2. etap  konut + sosyal donati, anaokulu",arda muh. elk. ins. tur. san. ve tic. ltd. sti.,idare_konut,202,100,20320000,352
2008,1,afyonkarahisar,dinar,afyonkarahisar - dinar 2. etap,sec yapi ins. enj. tur. ve tic. ltd. sti.,idare_konut,227,100,18978000,480
2011,7,afyonkarahisar,merkez,afyonkarahisar kocatepe universitesi 100 adet konut insaati ile  altyapi ve cevre duzenlemesi isi,esta ins. san. ve tic. ltd. sti.,idare_konut,329,100,9915000,100
2013,9,afyonkarahisar,merkez,afyonkarahisar ili merkez ilcesi cetinkaya mahallesi 217 adet konut insaati ile altyapi ve cevre duzenlemesi isi,yilkanur ins. san ve tic. ltd. sti.,idare_konut,397,100,20947000,217
2016,3,afyonkarahisar,merkez,"afyonkarahisar ili merkez ilcesi zafer mahallesi, 1073 adet konut, 2 adet cami ve 3 adet ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi",dido- ray yapi san. tic. a.s. &amp; yilkanur ins. san ve tic. a.s. is ortakligi,idare_konut,449,100,123900000,1073
2009,10,afyonkarahisar,merkez,afyonkarahisar merkez sahipata mah. 92 ada 95 parselde yapilacak 240 konut adaici genel altyapi ve cevre duzenlemesi insaati isi,er-ka tur ins.tic. ltd. sti. &amp; merk-sal yapi ins. muh. mus. san. tic. ltd. sti. is ortakligi,idare_konut,518,98,8470000,240
2011,4,afyonkarahisar,suhut,afyonkarahisar suhut 112 adet konut insaati ile altyapi ve cevre duzenlemesi isi,irden ins. ve tic. ltd. sti.,idare_konut,537,91,6135000,112
2012,6,afyonkarahisar,merkez,afyonkarahisar merkez cetinkaya mahallesi 160 adet konut ile altyapi ve cevre duzenlemesi insaati isi,eskiyapi ins. tic. ltd. sti.,idare_konut,552,92,13550000,160
2020,5,afyonkarahisar,merkez,"afyonkarahisar  ili,  merkez  ilcesi,    cetinkaya  mahallesi  496  adet konut  ve 1 adet ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi (e-ihale)",tuna muhendislik anonim sirketi,idare_konut,662,41,78330000,496
2020,5,afyonkarahisar,merkez,"afyonkarahisar ili, merkez ilcesi, sadikbey mahallesi 368 adet konut   insaati  ile  altyapi  ve  cevre  duzenlemesi  isi (e-ihale)",mustafa eksi insaat turizm san ve tic ltd sti,idare_konut,664,27,67530000,368
2017,7,afyonkarahisar,merkez,afyonkarahisar ili merkez ilcesi cetinkaya mahallesi 215 adet konut ve ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),nurullah kurul &amp; ves-na yapi ins. elek. tas. tem. san. ve tic. ltd. sti. is ortakligi,ikmal_ihalesi,52,97,566000,215
2016,11,afyonkarahisar,dinar,"afyonkarahisar ili dinar ilcesi kentsel donusum ve gelisim projesi 86 konut  insaati ile altyapi ve cevre duzenleme isi
",n. dogus ins. san. ve tic. ltd. sti.  &amp; gungor ins. ve dog. taah. tic. san. ltd. sti. is ortakligi,kentsel_donusum,118,100,12329000,86
2005,11,afyonkarahisar,dinar,"afyonkarahisar dinar 1. etap konut + sosyal donati (ilkogretim16, ticaret merkezi, cami, sadirvan)",saridglar ins.tic.ltd.sti.,konut_sosyal_donati,29,100,13930000,352
2007,12,afyonkarahisar,cay,"afyonkarahisar - cay konut + ticaret merkezi, cami",livanel turz.ins.san. ve tic.ltd.sti. &amp; feza ins. tic. turz. san. ltd. sti. is ortakligi,konut_sosyal_donati,97,100,8896418,176
2008,4,afyonkarahisar,sandikli,"afyonkarahisar sandikli konut + cami, ticaret merkezi",livanel turz. ins. san. ve tic. ltd. sti.,konut_sosyal_donati,121,100,15907326,288
2008,5,afyonkarahisar,bayat,afyonkarahisar bayat konut + ticaret merkezi,guneri tem. tas. ins. gida ic ve dis tic. ltd. sti.,konut_sosyal_donati,329,98,7772758,160
2011,8,afyonkarahisar,dinar,"afyonkarahisar dinar 110 konut, cami ve dukkan insaatlari (ikmal insaati)",met insaat tic.san.ve turizm ltd. sti.,konut_sosyal_donati,367,98,6400000,110
2011,7,afyonkarahisar,emirdag,"afyonkarahisar emirdag gomu ve seban mevkii 55 adet, serban mevkii 55 adet tarimkoy konut insaati ile tarimkoy konut insaati ile altyapi ve cevre duzenleme isleri",alver ins. san. ve. tic. a.s. &amp; ozver ins. tic. san. a. s. is ort.,tarimkoy,25,100,9790000,110
2009,6,afyonkarahisar,cay,"afyonkarahisar ili cay ilcesi 95 adet tarimkoy konutu, susuz beldesi 44 adet  konut ticaret merkezi",karaalp insaat tekstil gida nak. san. tic. ltd. sti.,tarimkoy,36,100,3195000,139
2017,7,afyonkarahisar,sinanpasa,"afyonkarahisar ili, sinanpasa ilcesi ahmetpasa beldesi 100 adet tarimkoy tipi konut ve 1 adet 2 dukkanli ticaret insaatlari ile altyapi ve cevre duzenlemesi isi
",n.dogus ins. san. ve tic. ltd. sti. &amp; gungor ins. ve dog. taah. tic. san. ltd. sti. is ortakligi,tarimkoy,42,98,18729000,100
2010,12,afyonkarahisar,merkez,"afyonkarahisar spor kompleksi (15.000 kisilik stadyum, idari bina, genclik merkezi, 8 adet lojman, 1000 kisilik kapali spor salonu, atletizm sahasi, kamp egitim merkezi, yari olimpik kapali yuzme havuzu, su kayagi tesisi, 10 adet futbol sahasi, 2 adet kapali tenis kortu, 2 adet acik tenis kortu)",tepe ins.san.a.s. &amp; ekintas ins. san. ve tic.a.s. is ortakligi,stadyum,2,100,42885000,
2015,6,afyonkarahisar,merkez,afyonkarahisar ili merkez ilcesi cetinkaya mahallesi 2. etap 434 konut ve 1 adet 24 derslikli ilkogretim okulu insaatlari ile altyapi ve cevre duzenlemesi isi,okcuoglu ins. muh. mus. san ve tic. a.s. &amp; yeni fidan ins. nak. gida pet. dog. is mak. san. ve tic. ltd. sti. is ortakligi,talep_organizasyon,7,100,39799000,434
2015,12,afyonkarahisar,sandikli,"afyonkarahisar ili sandikli ilcesi 2.etap 179 adet konut, 1 adet ticari bina insaati ile altyapi ve cevre duzenlemesi isi",aydin ins. taah. san. tic. ltd. sti.,talep_organizasyon,19,100,16132000,179
2016,1,afyonkarahisar,suhut,"afyonkarahisar ili suhut ilcesi 2.etap 412 adet konut, 1 adet ticari merkezi ve 1 adet cami insaatlari ile altyapi ve cevre duzenlemesi isi
",okcuoglu ins. muh. mus. san ve tic. a.s. &amp; erensan ins. mlz. ve ins. orm. ur. san. ve tic. ltd. sti. is ortakligi,talep_organizasyon,21,100,36948000,412
2016,10,afyonkarahisar,bayat,"afyonkarahisar ili bayat ilcesi 94 adet konut 1 adet cami ve 1 adet ticaret insaatlari ile altyapi ve cevre duzenlemesi isi
",demraz grup ins. taah. san. ve tic. a.s.,talep_organizasyon,46,100,10155000,94
2016,11,afyonkarahisar,iscehisar,"afyonkarahisar ili iscehisar ilcesi cukur mahallesi , karaboget mevkinde yapilacak olan 407 adet konut  ve 1 adet ticaret merkezi, 1 adet bufe insaatlari  ile altyapi ve cevre duzenleme isi
",ral yapi muh. ins. turz. eml. gida san. tic. ltd. sti.,talep_organizasyon,50,100,44000000,407
2017,7,afyonkarahisar,dazkiri,"afyonkarahisar ili dazkiri ilcesi esentepe mahallesi 142 adet konut , 1 adet ticaret ve 1 adet camii insaati ile altyapi ve cevre duzenlemesi isi",demraz grup ins. taah. san. ve tic. a.s. &amp; bahadir sag. egt. ins. nak. gida tem. petr. tar. elek. teks. ith. ihr. san. tic. ltd. sti. is ortakligi,talep_organizasyon,58,100,18145000,142
2017,6,afyonkarahisar,dinar,"afyonkarahisar ili, dinar ilcesi, incirli mahallesi 3. etap 800 adet konut , 1 adet 9 dukkanli ticaret merkezi ve 1 adet camii insaatlari ile altyapi ve cevre duzenlemesi isi
",ozkilic yapi ins. taah. pet. urn. san. tic. ltd. sti. &amp; okcuoglu ins. muh. mus. san ve tic. a.s. is ortakligi,talep_organizasyon,109,96,98700000,800
2018,3,afyonkarahisar,bayat,afyonkarahisar ili bayat ilcesi 3. etap 236 adet konut insaati ile altyapi ve cevre duzenlemesi isi,yuzyil mesken yapi san. tic. a.s. &amp; sahin yapi enerji erol sahin is ortakligi,talep_organizasyon,136,98,27290000,236
2020,12,afyonkarahisar,sandikli,"afyonkarahisar  ili,  sandikli  ilcesi,  hisar  ve  sazak  mahalleleri  millet bahcesi  insaatlari  ile  altyapi  ve  cevre  duzenlemesi  isi",,millet_bahcesi,72,,,
2021,2,afyonkarahisar,merkez,"afyonkarahisar ili, merkez ilcesi, cetinkaya mahallesi millet bahcesi ve millet bahcesine ait sosyal donatilar insaatlari ile altyapi ve cevre duzenlemesi isi",,millet_bahcesi,80,,,
2007,1,afyonkarahisar,emirdag,"afyonkarahisar-emirdag, ticaret merkezi, cami",calagan ins. taah. tic. ve turz. ltd. sti.,konut_sosyal_donati,314,91,12000000,230
2010,8,agri,diyadin,agri diyadin 216 afet konutu insaati,oraka ins. taah. gid. san. ve tic. ltd. sti.,afet_konutu,43,100,13369000,216
2010,8,agri,eleskirt,"agri eleskirt  24 adet, taslicay 64 adet, yoluguzel 112 adet afet konutlari insaati",bakis ins. taah. san. ve tic. ltd. sti. &amp; akarlar ins. taah. tic. ltd. sti.,afet_konutu,44,100,12785000,200
2010,8,agri,dogubayazit,"agri dogubeyazit ilkogretim-16, cami, bufe",maksem yapi ins. san. tic. ltd. sti.,afet_konutu,101,99,27722000,388
2009,7,agri,merkez,"agri merkez sucatagi 2. etap 504 adet konut (224'u yoksul konut), 1 adet ticaret merkezi, adaici ve genel altyapi ile cevre duzenlemesi insaati yapim isi",niyazi bayramoglu,alt_gelir,64,100,24489000,504
2008,5,agri,dogubayazit,agri dogubeyazit 150 yatakli devlet hastanesi,mese ins. turz. gida san. paz. ltd. sti.,altyapi_sosyal,139,100,21444000,
2008,12,agri,patnos,agri patnos 150 yatakli devlet hastanesi,osman uluc,altyapi_sosyal,167,100,23997000,
2009,11,agri,merkez,agri merkez 112  adet hait ve isi merkezi insaati ile altyapi ve cevre duzenlemesi isi,ozbal ins. elekt. temz. turz .orm urunleri san.tic.ltd.sti.,altyapi_sosyal,235,100,7497000,112
2011,9,agri,merkez,agri 750 kisilik ( 765 ogrenci kapasiteli ) yurt binasi ve sosyal tesisi,kur ins. tic. ve san. a.s.,altyapi_sosyal,342,100,12490000,
2014,5,agri,patnos,agri ili patnos ilcesi 400 kisilik (442 kisi kapasiteli) yurt binasi insaati ile altyapi ve cevre duzenlemesi isi,tuna muh. man. mad. ins. ltd. sti.,altyapi_sosyal,589,100,10950000,
2007,7,agri,merkez,agri merkez sevgi evi,cetinler nak. ins. ith. ihr. san. tic. ltd. sti.,altyapi_sosyal,643,92,1446000,5
2008,10,agri,dogubayazit,agri - dogubeyazit 52 uniteli hizmet destek tesisi (ic guvenlik vardiya personeli yatakhanesi - igvpy),servet alpaslan muh. ins. elek. taah. san. ve tic. ltd. sti.,altyapi_sosyal,655,98,2588000,
2008,11,agri,dogubayazit,"agri dogubeyazit 24 derslikli riza ertugrul  eryilmaz anadolu lisesi, 500 kisilik pansiyon ve spor salonu altyapi ve cevre duzenleme ikmal insaati",koroglu ener elek ins taah. san. tic. ltd. sti. ve celikler ins. taah. tic. ve san. ltd. sti. is ort,altyapi_sosyal,661,98,3850000,
2009,7,agri,merkez,"agri merkez ballibostan 16 derslikli ilkogretim, agri patnos aktepe 10 daireli lojman ile altyapilari ve cevre duzenlemesi insaati isleri",servet alpaslan muh. ins.elek.taah.san. ve tic.ltd.sti.,altyapi_sosyal,674,98,3339000,10
2010,5,agri,diyadin,agri diyadin 50 yatakli devlet hastanesi ve 9 konut (lojman) insaati,bulut ins. ihr. ith. san. tic. ltd. sti.,altyapi_sosyal,698,97,8206255,9
2010,6,agri,merkez,agri merkez sucatagi 300 yatakli devlet hastanesi (ikmal insaati),yda ins. san. ve tic. a.s.,altyapi_sosyal,701,96,68850000,
2011,7,agri,tutak,"agri ili tutak ilcesi 30 yatakli entegre ilce hastanesi , altyapi ve cevre duzenlemesi insaati",bulut ins. ith. ihr. san. ve tic. ltd. sti.,altyapi_sosyal,728,98,3385000,
2013,6,agri,merkez,"agri ili merkez firat mahallesi 6 hekimli, dogubeyazit ilcesi 2 hekimli, patnos ilcesi 2 hekimli aile saglik merkezleri ile altyapi ve cevre duzenlemesi insaati isi",zulfu levent,altyapi_sosyal,809,98,1585000,
2013,7,agri,patnos,agri ili patnos ilcesi cay mahallesi 1 adet 300 kisilk pansiyon insaati ile altyapi ve cevre duzenlemesi isi,dozaj muh. ins. tur. tas. san. ve tic. ltd. sti.,altyapi_sosyal,814,98,3445000,
2014,3,agri,merkez,agri ili merkez ilcesi sucatagi koyu 1 adet 24 derslikli saglik meslek lisesi insaati ile altyapi ve cevre duzenlemesi isi,yeni sah ins. tur. tem. ve hay. ith. ihr. san. tic. ltd. sti. &amp; dozaj muh.ins. tur. tas. san. ve tic. ltd. sti. is ortakligi,altyapi_sosyal,853,97,4944000,
2014,6,agri,merkez,agri ili merkez firat mahallesi 25 dukkanli ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi,hasem ins. san. ve tic. ltd. sti.,altyapi_sosyal,866,96,3597000,
2016,8,agri,merkez,"agri merkez firat mahallesi 2.etap 1168 adet konut projesinde yer alan bazi bloklarin bakim onarim isi
",ahmet kir ins.,bakim_onarim,9,100,880000,
2003,,agri,merkez,agri merkez sucatagi,mertkan ins.san.ve tic.ltd.sti.,idare_konut,7,100,6700000,224
2010,8,agri,merkez,"agri sucatagi 896 adet konut, 1' er adet 32 derslikli ilkogretim okulu, 24 derslikli lise, cami, ticaret merkezi, sosyal tesis ile altyapi ve cevre duzenlemesi insaati isi",sec yapi ins. enerji tur. tic. ltd. sti.,idare_konut,289,100,47800000,896
2013,3,agri,merkez,agri merkez ibrahim cecen universitesi 100 adet konut (lojman) insaati ile altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati),mirogullari ins. ve pet.urun.paz.san. ve tic. ltd. sti.,idare_konut,373,100,4951919,100
2006,3,agri,patnos,"agri patnos + sosyal donati (ilkogretim32, ticaret merkezi, cami sdirvan, genel altyapi)",ermit muh.ins.san.ve tic.ltd.sti.&amp;acarlar ins. taah.nak.ith.ihr.ve tic.ltd.sti.is ortakligi,idare_konut,487,98,11810000,224
2011,9,agri,merkez,agri vali konagi ve lojman insaati yapilmasi,nesce ins. enerji ve. tic. a.s.,idare_konut,545,97,2285300,
2012,12,agri,patnos,agri ili patnos ilcesi alpaslan mahallesi adalet bakanligi 12 adet lojman ile altyapi ve cevre duzenlemesi insaati isi,oz doganlar ins. taah. muh. gida nak. tem. tur. ith. ihr. tic. ltd. sti.,idare_konut,556,98,1285000,12
2011,3,agri,merkez,agri merkez firat mahallesi 120 konut insaati ile  altyapi ve cevre duzenlemesi isi,binbay yapi ins. san. ve tic. ltd. sti.,kentsel_donusum,67,100,7643000,120
2021,2,agri,merkez,agri ili merkez ilcesi baloluk ve bolukbasi koylerinde kentsel donusum ve gelisim projesi kapsaminda 314 adet ahir unitesi ve 3 adet veteriner binasi insaati ile altyapi ve cevre duzenlemesi isi (e-ihale),,kentsel_donusum,240,,,
2008,10,agri,eleskirt,agri eleskirt istiklal mah. ilkogretim-16 ve diyadin 200 kisilik pansiyon,servet alpaslan muh. ins. elek. taah. san. ve tic. ltd. sti.,konut_sosyal_donati,135,100,4138000,
2010,7,agri,dogubayazit,"agri dogubeyazit karabulak, dogubeyazit sulucem ve patnos dogansu'da 1'er ad. olmak uzere toplamda 3 ad. 10 daireli lojman insaatlari ile altyapi ve cevre duzenleme isleri",binbay yapi ins.san. tic. ltd.sti.,konut_sosyal_donati,211,100,3025000,30
2012,4,agri,merkez,"agri merkez firat mahallesi 2. etap 1168 adet  konut, 1 adet 24 derslikli ilkogretim okulu, 600 kisilik cami, gumushane ili torul ilcesi 100 kisilik cami, kars ili; merkez cami tamamlama, merkez ihata duvari, sarikamis  cami tamamlama insaati ile altyapi ve cevre duzenlemesi isleri",mercan ins. ve tic. ltd. sti. &amp; niyazi bayramoglu is ort.,konut_sosyal_donati,244,100,91832000,1168
2011,3,agri,dogubayazit,agri dogubeyazit ve patnos 150 yataklik hastanelerine toplam 30 konut (lojman) insaati ile altyapi ve cevre duzenlemesi isi,binbay yapi ins. san. tic. ltd. sti,konut_sosyal_donati,362,97,4285000,30
2020,6,agri,merkez,"agri ili, merkez ilcesi yoluguzel mahallesi 300 konut insaati ile altyapi ve cevre duzenlemesi isi( e-ihale)","demraz grup insaat taahhut sanayi ve ticaret anonim sirketi., bahadir saglik egitim insaat nakliye gida temizlik petrol tarim elektrik tekstil ithalat ihracat sanayi ticaret limited sirketi is ortakligi",konut_sosyal_donati,435,36,59959000,300
2011,12,aksaray,merkez,"aksaray merkez 1 adet 6 hekimlik aile saglik merkezi ve eczane, aksaray ili eskil ilcesi 1 adet 3 hekimlik aile saglik merkezi ve eczane, adiyaman merkez 1 adet 6 hekimlik aile saglik merkezi, adiyaman ili kahta ilcesi 1 adet 3 hekimlik aile saglik merkezi ve eczane, sanliurfa 1 adet 3 hekimlik aile saglik merkezi ve eczane ile altyapi ve cevre duzenlemesi insaati isi",mustafa duysak - duysak ins.,altyapi_sosyal,748,91,2700000,
